Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses,,
Rosaceae,Prunus,persica,"Peach, Flowering Peach,  Ornamental Peach,  Common Peach",fast,"[5, 6, 7, 8, 9]",6,6,deciduous,"Lanceolate, serrated edges, dark green above and lighter green below",April,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant once established, moderate frost tolerance, prefers well-drained soil","Not known in a truly wild situation, it is possibly derived in cultivation from P. davidiana.",E. Asia - China.,(5 of 5),(3 of 5),(3 of 5),,
Rosaceae,Prunus,brigantina,Briançon Apricot,medium,"[6, 7, 8, 9]",6,15-20 feet,deciduous,"Lanceolate, dark green, 2-4 inches long",May,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, cold-hardy","Dry stony slopes in the Maritime and Cottian Alps[11, 50].",Europe - S.E. France.,(4 of 5),(1 of 5),(2 of 5),,
Rosaceae,Prunus,cerasifera,"Cherry Plum, Myrobalan Plum, Newport Cherry Plum, Pissard Plum",medium,"[5, 6, 7, 8]",9,9,deciduous,"Oval to elliptical, 2-6 cm long, serrated edges, glossy green in summer, turning yellow to red in fall.",March,August to September,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],"Drought-tolerant once established, tolerates poor soil conditions, and is moderately resistant to pests and diseases.",Not known in a truly wild situation.,W. Asia? Original habitat is obscure. Often planted in hedgerows in Britain but rarely naturalized.,(4 of 5),(1 of 5),(3 of 5),,
Rosaceae,Prunus,domestica,"Plum, European plum",medium,"[4, 5, 6, 7, 8, 9]",12,10,deciduous,"Simple, ovate, serrated margins, dark green",April,July to November,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],"Drought-tolerant once established, moderate frost tolerance",Found in hedges in Britain[17].,Europe to W. Asia. Naturalized in Britain. A hybrid P. spinosa x P. cerasifera divaricata.,(5 of 5),(2 of 5),(3 of 5),,
Rosaceae,Prunus,pumila,"Dwarf American Cherry, Sandcherry, Western sandcherry, Eastern sandcherry, Great Lakes sandcherry",medium,"[3, 4, 5, 6, 7, 8]",0.6,1,deciduous,"Oblong to elliptical, 2-6 cm long, finely serrated edges, dark green in summer, turning yellow to red in fall",May,August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"Dunes and sand, or on calcareous rocky shores[43].","Eastern N. America - New Brunswick to Manitoba, Maine, New Jersey, Indiana and Wisconsin.",(4 of 5),(1 of 5),(2 of 5),,
Rosaceae,Prunus,salicina,Japanese Plum,medium,"[5, 6, 7, 8]",4,3,deciduous,"Ovate, serrated edges, glossy green",April,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, moderate frost tolerance","Sparse forests, forest margins, scrub, along trails in mountains, beside streams in valleys, thickets at elevations of 200 - 2600 metres[266].",E. Asia - China.,(2 of 5),(1 of 5),(2 of 5),,
Rosaceae,Prunus,spinosa,Sloe - Blackthorn,medium,"[4, 5, 6, 7, 8]",3,1.5 to 3 meters,deciduous,"Elliptic, 3 to 5 cm long, serrated edges, dark green color",March to April,October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],"Hedgerows and woods, usually in sunny positions, on all soils except acid peats[9, 17].","Europe, including Britain, from Scandanavia south and east to the Mediterranean, Siberia and Iran.",(3 of 5),(2 of 5),(4 of 5),,
Rosaceae,Prunus,americana,"American Plum, American Wild Plum,  Wild Plum",medium,"[3, 4, 5, 6, 7, 8]",6,15-25 feet (4.5-7.5 meters),deciduous,"Simple, ovate to elliptical, 2-4 inches long, serrated edges, dark green",April,August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions, moderately tolerant to cold temperatures","Rich soils in mixed deciduous woodland, by streams, on the borders of swamps and in hedgerows[43, 62, 82].","N. America - New York to Florida, extending westwards as far as the Rocky Mountains.",(3 of 5),(2 of 5),(3 of 5),,
Rosaceae,Prunus,maritima,"Beach Plum, Graves' plum",medium,"[3, 4, 5, 6, 7]",2.5,3-6 feet,deciduous,"Oval, serrated edges, dark green",May.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],"Light gravelly or sandy soils near the coast[43, 182].",Eastern N. America - New Brunswick to Virginia.,(4 of 5),(1 of 5),(3 of 5),,
Rosaceae,Prunus,armeniaca,Apricot,medium,"[5, 6, 7]",9,6,deciduous,"Simple, lanceolate, serrated margins, dark green color",March to April,July to September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, moderately frost-tolerant",Most trees growing apparently wild have escaped from cultivation but there are pure stands of the trees in Tibet on mountain slopes in sparse forests at elevations of 700 - 3000 metres[266].,"E. Asia - N. China, Mongolia.",(4 of 5),(3 of 5),(4 of 5),,
Rosaceae,Prunus,mume,"Japanese Apricot, Japanese Flowering, Apricot",medium,"[6, 7, 8]",9,6,deciduous,"Ovate, serrated edges, dark green in color",April,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, moderately frost-hardy","Thickets in W. China, 300 - 2500 metres[184]. Forested slopes, beside streams, slopes along trails, sparse forests, mountains at elevations of 1700 - 3100 metres[266].","E. Asia - Chine, Korea.",(3 of 5),(3 of 5),(1 of 5),,
Rosaceae,Prunus,sibirica,Siberian Apricot,medium,"[4, 5, 6, 7, 8]",3,15-25 feet,deciduous,"Ovate, 2-4 inches long, serrated edges, dark green",March,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, cold-hardy, tolerates poor soil","Dry sunny slopes amongst shrubs[74]. Forests, thickets, hill grasslands, river valleys and dry sunny slopes at elevations of 400 - 2500 metres[266].","E. Asia - China, Korea, Mongolia and eastern Siberia.",(3 of 5),(2 of 5),(4 of 5),,
Rosaceae,Prunus,avium,"Wild Cherry, Sweet cherry",fast,"[3, 4, 5, 6, 7]",18,7,deciduous,"Simple, ovate to elliptic, dark green, 5-15 cm long, serrated margins",April to May,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant once established, moderate salt tolerance, prefers well-drained soils","Better soils in hedgerows and woods, especially in beech woods[5, 17].","Europe, including Britain, from Scandanavia south and east to N. Africa and W. Asia.",(4 of 5),(2 of 5),(4 of 5),,
Rosaceae,Prunus,cerasus,Sour Cherry,medium,"[3, 4, 5, 6, 7]",6,15-25 feet (4.5-7.5 meters),deciduous,"Simple, ovate, 2-5 inches long, serrated edges, dark green color",May,July,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],Hedges in S. England[17].,S.E. Europe to W. Asia. Naturalized in Britain.,(1 of 5),(2 of 5),(3 of 5),,
Rosaceae,Prunus,incisa,Fuji Cherry,slow,"[5, 6, 7]",6,6,deciduous,"Simple, serrated, ovate to lanceolate, dark green in summer, turning to shades of orange and red in fall",March to April.,"Early spring, typically around March to April",hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant once established, prefers well-drained soil, moderately tolerant of urban pollution",Woods in the mountains of C. Japan[58].,E. Asia - Japan.,(3 of 5),(1 of 5),(2 of 5),,
Rosaceae,Prunus,nipponica,Japanese Alpine Cherry,medium,"[6, 7, 8]",5,15-25 feet (4.5-7.5 meters),deciduous,"Ovate, dark green, 2-4 inches long with serrated edges",May.,Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions, and moderately cold-hardy","High mountains, C. and N. Japan[58].",E. Asia - Japan.,(2 of 5),(1 of 5),(1 of 5),,
Rosaceae,Prunus,serotina,"Rum Cherry - Wild Cherry, Black  Cherry, Wild Black  Cherry",fast,"[3, 4, 5, 6, 7, 8, 9]",18,8,deciduous,"Simple, alternate, ovate to lanceolate, serrated margins, dark green above and paler below, 2-5 inches long.",May to June,September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant once established, moderately tolerant of poor soil conditions, prefers full sun to partial shade.","Found in a variety of soils, preferring moist fertile conditions on north or east facing slopes or protected coves[229]. Dry woods[43].","N. America - Nova Scotia to Minnesota, south to Florida and Texas. Also in Arizona and Mexico.",(4 of 5),(2 of 5),(2 of 5),,
Rosaceae,Prunus,laurocerasus,"Cherry Laurel, English Laurel",medium,"[6, 7, 8]",to,10,evergreen,"Evergreen, glossy, lanceolate, 5-12 cm long, dark green on the upper surface, lighter green underneath.",April to June,September,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['atmospheric pollution'],Woods in Britain[17].,E. Europe to W. Asia. More or less naturalized in Britain[17].,(4 of 5),(3 of 5),(5 of 5),,
Rosaceae,Geum,urbanum,"Wood Avens, Bennet's Root - Old man's whiskers, Herb bennet",medium,"[5, 6, 7, 8, 9]",0.5,0.5,PERENNIAL,"Pinnate, serrated margins, dark green",June to August.,Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Shade, drought, poor soil","Woods, scrub, hedge banks, walls etc, usually on good damp soils[9, 13, 17].","Europe, including Britain, from Norway south and east to N. Africa, Siberia, Himalayas and W. Asia.",(3 of 5),(3 of 5),(2 of 5),,
Rosaceae,Crataegus,aestivalis,"Eastern Mayhaw, May hawthorn, Mayhaw, Apple Hawthorn",medium,[],9,8,deciduous,"Simple, ovate to elliptical, 2-4 inches long, serrated margins, dark green above and paler below",March,May to June,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid",[' moist or  wet soil'],"['drought', 'atmospheric pollution']","Found on the outer coastal plain in seasonally flooded depressions, in floodplains or in uplands. It is commonly found in river swamps, pond areas, and along stream banks[277].",South-eastern N. America - North Carolina to Mississippi.,(3 of 5),(2 of 5),(5 of 5),,
Rosaceae,Crataegus,azarolus,Azarole,medium,"[5, 6, 7, 8, 9]",10,1.5 to 3 meters,deciduous,"Oval to lanceolate, 5 to 10 cm long, serrated edges",June.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' moist or  wet soil'],"['drought', 'atmospheric pollution']",Dry hillsides and mountains in woods and hedges[50].,S. Europe to W. Asia.,(4 of 5),(2 of 5),(2 of 5),,
Rosaceae,Crataegus,crus-galli,"Cockspur Thorn, Cockspur hawthorn, Dwarf Hawthorn",medium,"[4, 5, 6, 7]",10,10,deciduous,"Simple, lobed, dark green, serrated edges, 2-5 inches long",June,October,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",['dry moist or  wet soil'],"['drought', 'atmospheric pollution']","Thickets and open ground, especially in dry or rocky places[43]. Usually found on the slopes of low hills in rich soils[82].","Eastern N. America - Quebec to Georgia, west to Louisiana. Locally naturalized in Europe[50].",(2 of 5),(2 of 5),(3 of 5),,
Rosaceae,Crataegus,chrysocarpa,"Fireberry Hawthorn, Red haw, Piper's hawthorn,",medium,"[4, 5, 6, 7, 8]",6,15-25 feet,deciduous,"Ovate, serrated edges, dark green above, lighter green below, 2-4 inches long",May,September,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' moist or  wet soil'],"['drought', 'atmospheric pollution']",Thickets and rocky ground along streams[43].,"North-eastern N. America - Newfoundland to Pennsylvania, west to the Rocky Mountains.",(3 of 5),(2 of 5),(2 of 5),,
Rosaceae,Crataegus,cuneata,"Sanzashi, Chinese hawthorn",medium,"[5, 6, 7, 8, 9]",15,15-25 feet (4.5-7.5 meters),deciduous,"Ovate, glossy green, 2-4 inches long with serrated edges",May to June.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' moist or  wet soil'],"['drought', 'atmospheric pollution']","Sunny places in upland wilds[147]. Valleys, thickets and hills at elevations of 200 - 2000 metres[266].","E. Asia - China, Japan.",(3 of 5),(3 of 5),(3 of 5),,
Rosaceae,Crataegus,douglasii,Black Hawthorn,medium,"[4, 5, 6, 7, 8]",9,15-25 feet,deciduous,"Simple, lobed, dark green, 2-4 inches long",May,September,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' moist or  wet soil'],"['drought', 'atmospheric pollution']","Open woods, banks of mountain streams and on rocky banks[43, 82].","Western N. America - British Columbia to Michigan, south to California.",(4 of 5),(2 of 5),(2 of 5),,
Rosaceae,Crataegus,flabellata,Fanleaf hawthorn,medium,"[4, 5, 6, 7, 8]",6,15-25 feet,deciduous,"Lobed, dark green, 2-4 inches long","White, 5-petaled, fragrant, blooming in spring",Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' moist or  wet soil'],"['drought', 'atmospheric pollution']","Thickets and open woods[204].Dry open places, borders of woods and the margins of high banks of streams[82].","Eastern N. America - Quebec to South Carolina, west to Louisiana.",(3 of 5),(2 of 5),(3 of 5),,
Rosaceae,Crataegus,laevigata,"Midland Hawthorn, Smooth hawthorn, English  Hawthorn",medium,"[4, 5, 6, 7, 8]",6,6,deciduous,"Simple, lobed, dark green, serrated edges, 3-5 lobes per leaf, 3-10 cm long",April to May,September to November,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' moist or  wet soil'],"['drought', 'atmospheric pollution']","Woods, hedges, thickets etc on clays and heavy loams, especially in E. Britain[17, 186]. Where found in hedges it is often as a relict of ancient woodland[186].","Europe, including Britain, from Sweden to Spain, eastwards to Poland.",(3 of 5),(5 of 5),(5 of 5),,
